,artists,View count,Like count,Dislike count,Comment count,Release Date
10,"Jack Harlow - WHATS POPPIN feat. Dababy, Tory Lanez, & Lil Wayne [Official Music Video]",28235668,723240,14066,35634,2020-07-17T22:30:01Z
