,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count
10701,Jack Harlow,0.058266666666666675,0.8530666666666669,147537.86666666667,0.5947999999999999,0.0006229913333333334,0.13132666666666665,-6.5300666666666665,0.16418666666666668,143.7098666666666,0.5921333333333334,71.26666666666667,1,1,15
